TIPLOC	type	_location_	Description	latitude	longitude
YOVI721	FOI	50.944482,-2.6131	YEOVIL JUNC SIGNAL 4721	50.944482	-2.6131
CANTTMD	FOI	51.475746,-3.192499	CANTON PULLMANS	51.475746	-3.192499
CNRYNP	NaPTAN_MAP	54.965779,-5.014819	Cairnryan Ferry Terminal	54.965779	-5.014819
HNSLFHH	FOI	53.786538,-1.520257	HUNSLET YARD (FLHH)	53.786538	-1.520257
HULLDTG	overlapB	53.743271,-0.347231	HULL DAIRYCOATES TLCN GBRF	53.743271	-0.347231
IMNGNOR	FOI	53.631506,-0.202979	IMMINGHAM DOCK NORDIC	53.631506	-0.202979
LOGHBSJ	FOI	52.775663,-1.189348	LOUGHBOROUGH SOUTH JN	52.775663	-1.189348
PEGSWD	FOI	55.178172,-1.644008	PEGSWOOD	55.178172	-1.644008
RDGLNJ	FOI	51.545243,-0.058834	READING LANE JN	51.545243	-0.058834
REDCFLH	FOI	54.613971,-1.121677	REDCAR HIGH LEVEL (FLHH)	54.613971	-1.121677
SHAPHNS	FOI	54.547606,-2.68979	SHAP HARRISONS SDGS LOOP	54.547606	-2.68979
STAFA12	FOI	52.801275,-2.1197	STAFFORD ARRIVAL SDG 1 & 2	52.801275	-2.1197
STWTDAY	FOI	51.472504,-0.143351	STEWARTS LANE - DAYS	51.472504	-0.143351
TATNCHS	FOI	51.308807,-0.242222	TATTENHAM CORNER C.H.S.	51.308807	-0.242222
WDRNGTN	FOI	55.241025,-1.61613	WIDDRINGTON	55.241025	-1.61613
WLSDOTM	overlapA	51.537756,-0.261461	WILLESDEN RAILNET OTM SDGS	51.537756	-0.261461
ABTHPST	FOI	51.385242,-3.396683	ABERTHAW PWR STN FLINE HVY	51.385242	-3.396683
ALSAUDG	FOI	53.093747,-2.292268	ALSAGER UP & DN GDS LOOP	53.093747	-2.292268
BAGWJRS	FOI	52.688563,-1.350431	BAGWORTH JN REFUGE SDGS	52.688563	-1.350431
BARADPL	FOI	55.553457,-4.653449	BARASSIE JN D.P.L.	55.553457	-4.653449
BARAGBR	overlapA	55.552912,-4.648718	BARASSIE YARD GBRF	55.552912	-4.648718
BRHM115	FOI	50.830813,-0.624219	BARNHAM SIGNAL BH115	50.830813	-0.624219
BRSTPL2	FOI	51.449221,-2.579964	BRISTOL TM PLAT 2 MOTORAIL	51.449221	-2.579964
CARLBJN	FOI	54.886363,-2.929788	BOG JN	54.886363	-2.929788
COVNCE	FOI	52.398627,-1.508972	COVENTRY CE SDGS	52.398627	-1.508972
CREWL37	FOI	53.080609,-2.434819	GRESTY LANE SIG. GL37	53.080609	-2.434819
CWDN941	FOI	56.109642,-3.344435	COWDENBEATH SIG EC941	56.109642	-3.344435
DIGGDPL	FOI	53.566595,-1.994073	DIGGLE JN DOWN PASS LOOP	53.566595	-1.994073
DONCBDR	FOI	53.507872,-1.135837	BELMONT DOWN RECEPTION	53.507872	-1.135837
ECROUS	FOI	51.378984,-0.092072	EAST CROYDON UP SIDINGS	51.378984	-0.092072
GLOSTNY	FOI	51.858735,-2.223742	GLOUCESTER N.Y.	51.858735	-2.223742
GNFTGL	FOI	55.90069,-4.03239	GREENFOOT G.L.	55.90069	-4.03239
HNTNP38	FOI	52.326652,-0.193309	HUNTINGON SIG P38	52.326652	-0.193309
HONYHUT	FOI	52.099324,-1.821664	HONEYBOURNE STAFF HUT	52.099324	-1.821664
HULLBIO			HULL BIOMASS LP (DBC)		
HYWR226	FOI	50.998261,-0.107874	HAYWARDS HEATH SIG 1226	50.998261	-0.107874
LOGHHOH	FOI	52.847491,-1.180275	HOTCHLEY HILL (EAST LEAKE)	52.847491	-1.180275
MORCJGF	FOI	54.070276,-2.863852	MORECAMBE JN G.F.	54.070276	-2.863852
NBLYGBF	FOI	58.258844,-3.941066	NORTH BLYTH GBRF	58.258844	-3.941066
PKWD071	FOI	51.182953,0.380555	PADDOCK WOOD SIGNAL AD2071	51.182953	0.380555
PRKS211	FOI	51.947171,1.255771	PARKESTON SIG P211	51.947171	1.255771
SEAHCLR	overlapA	54.832451,-1.331903	SEAHAM HARBOUR COLAS RAIL	54.832451	-1.331903
SKLTJN	FOI	53.400121,-2.333544	SKELTON JN	53.400121	-2.333544
SOTDWD	FOI	50.908055,-1.43862	SOUTHAMPTON WESTERN DOCKS	50.908055	-1.43862
STWTLAM	FOI	51.472468,-0.143381	STEWARTS LANE MARCON R M C	51.472468	-0.143381
SUNSJN	FOI	55.867433,-4.030012	SUNNYSIDE JN	55.867433	-4.030012
SVNOCHS	FOI	51.274822,0.182633	SEVENOAKS C.H.S.	51.274822	0.182633
TONDGAR	FOI	51.547554,-3.595196	TONDU GARW LOOP	51.547554	-3.595196
TWYF632			TWYFORD SIG T1632		
WVRM300	FOI	52.59113,-2.122594	WOLVERHAMPTON SIG WS1300	52.59113	-2.122594
ACKLNGT	FOI	55.307087,-1.65174	ACKLINGTON	55.307087	-1.65174
ASHFWJN	FOI	51.147149,0.864457	ASHFORD WEST JUNCTION	51.147149	0.864457
AVONHAN	FOI	51.518842,-2.694316	AVONMOUTH HANSONS SIDING	51.518842	-2.694316
BHAMSHT	FOI	52.485982,-1.903294	BIRMINGHAM SNOW HILL T/B S	52.485982	-1.903294
BNTBRSF	FOI	53.572426,-0.414704	BARNETBY EAST ENG SDG FP	53.572426	-0.414704
BOATGBF	overlapB	57.253854,-3.7586	BOAT OF GARTEN GBRF	57.253854	-3.7586
BRSTLED	FOI	51.448166,-2.552566	BRISTOL EAST DEPOT EWS	51.448166	-2.552566
BURTNMH	FOI	52.808875,-1.638207	BURTON OT W YD MAURICE H	52.808875	-1.638207
CDWL718	FOI	51.97866,-0.271105	CADWELL SIG K718	51.97866	-0.271105
DALSTOT	FOI	54.845524,-2.990393	DALSTON OIL TERMINAL	54.845524	-2.990393
DREMUPL	FOI	56.006286,-2.778037	DREM U.P.L.	56.006286	-2.778037
HESTBNK	FOI	54.091941,-2.814275	HEST BANK	54.091941	-2.814275
HORSBS	FOI	51.062767,-0.322072	HORSHAM DOWN SIDINGS NORTH	51.062767	-0.322072
LOUNJN	FOI	52.742857,-1.456928	LOUNGE JN	52.742857	-1.456928
LYDCEGB	FOI	50.935871,0.952061	DUNGENESS BRITISH ENERGY	50.935871	0.952061
LYDNUGL			LYDNEY UP GOODS LOOP		
OKNSHSJ	FOI	53.660511,-1.464124	OAKENSHAW SOUTH JN	53.660511	-1.464124
RUGBJAR	FOI	52.379739,-1.270483	NEW BILTON (JARVIS)	52.379739	-1.270483
RUGBYCS	FOI	52.378854,-1.246874	RUGBY C.S.	52.378854	-1.246874
SCNTROG	FOI	53.637957,-0.630195	SCUNTHORPE ROXBY GULLET	53.637957	-0.630195
STOKNEW	FOI	53.012727,-2.190889	NEWCASTLE JN (STAFFS)	53.012727	-2.190889
ULLAPOL	BPLAN	57.708577,-5.768957	Ullapool	57.708577	-5.768957
WSTBTCR	overlapA	51.271696,-2.170805	WESTBURY TARMAC COLAS RAIL	51.271696	-2.170805
WTLEFDR	FOI	52.110163,0.163497	WHITTLESFORD RECP.	52.110163	0.163497
ACTNLRG	FOI	51.533408,-0.251506	ACTON LANE REC SDGS GBRF	51.533408	-0.251506
ALDB337	FOI	51.557041,0.062387	ALDERSBROOK SIGNAL 337/354	51.557041	0.062387
ARPLSHS	FOI	53.385411,-2.597424	ARPLEY SIDINGS H.S.	53.385411	-2.597424
AYRR853	FOI	55.465228,-4.621047	AYR SIG. PA853	55.465228	-4.621047
BRDGWUY	FOI	51.130306,-2.990829	BRIDGWATER F.D	51.130306	-2.990829
BRDHSTU	FOI	55.804038,-3.993282	BRAIDHURST UP LOOP	55.804038	-3.993282
BRITONF	FOI	51.63561,-3.821039	BRITON FERRY YARD	51.63561	-3.821039
CESTRTR	FOI	52.22146,0.156971	CHESTERTON REDLAND SIDING	52.22146	0.156971
CLPH147	FOI	51.465556,-0.166467	CLAPHAM JUNCTION SIG VC147	51.465556	-0.166467
CREW533	FOI	53.076221,-2.425356	CREWE SIG. CE533	53.076221	-2.425356
CRKLSHN	FOI	51.569523,-0.227668	CRICKLEWOOD RDP SHUNT NECK	51.569523	-0.227668
ELTON	FOI	52.952115,-0.855334	ELTON & ORSTON	52.952115	-0.855334
EUST610	FOI	51.537386,-0.14684	EUSTON SIG WM610	51.537386	-0.14684
FRTWLMS	FOI	56.820935,-5.104053	FORT WILLIAM STATION SDGS	56.820935	-5.104053
HITC945	FOI	51.968179,-0.255495	HITCHIN EAST JN SIG K945	51.968179	-0.255495
HITCHDY	FOI	51.955802,-0.266789	HITCHIN DOWN YARD	51.955802	-0.266789
HOEKVHL	OSM+	51.9743065,4.1283543	Hoek Van Holland-Ferryport	51.9743065	4.1283543
HVRTBSB	FOI	54.599336,-1.268407	BELASIS LANE S.B.	54.599336	-1.268407
LEEDRMC	FOI	53.771283,-1.517457	LEEDS STOURTON RMC	53.771283	-1.517457
MLAIGGF	FOI	57.003692,-5.831733	MALLAIG G.F.	57.003692	-5.831733
MOSELHS	FOI	55.824753,-3.997694	MOSSEND LOCO HOLDING SDGS	55.824753	-3.997694
MRKSFHH	overlapA	51.881424,0.784418	MARKS TEY FLHH	51.881424	0.784418
NEWHVMD	overlapA	50.787567,0.056598	NEWHAVEN MARINE AG TML DBC	50.787567	0.056598
NEWHVNM	FOI	50.787567,0.056598	NEWHAVEN MARINE	50.787567	0.056598
NRCH149	FOI	52.623741,1.323913	NORWICH CROWN PT SI CP1498	52.623741	1.323913
PRTCPHL	FOI	54.584428,-1.21834	PHILLIPS LOOP	54.584428	-1.21834
PTLBGSD	FOI	51.555649,-3.756838	PT.TALBOT GRANGE SD B.S.C	51.555649	-3.756838
PWLHELS	FOI	52.888042,-4.416114	PWLLHELI STATION SIDINGS	52.888042	-4.416114
ROSLARE	OSM+	52.2535340,-6.3372177	Rosslare-Ferryport	52.2535340	-6.3372177
RPLLGBF	FOI	51.529308,0.1169	RIPPLE LANE F.L.T. (GBRF)	51.529308	0.1169
SLTLYHS	FOI	52.485937,-1.865654	SALTLEY L.I.P.	52.485937	-1.865654
SPHL	FOI	52.430229,0.412493	SHIPPEA HILL	52.430229	0.412493
STBLTMD	FOI	50.352815,-4.709706	ST BLAZEY L I P	50.352815	-4.709706
STRO625	FOI	51.398407,0.50154	STROOD SHUNT SIGNAL NK1625	51.398407	0.50154
TAUN619	FOI	51.024071,-3.110631	TAUNTON SIGNAL E619	51.024071	-3.110631
THBD165	OSM	51.103513,-0.161056	3 BRIDGES UP DEP SIG TD165	51.103513	-0.161056
TYNE176	FOI	54.918633,-1.602775	TYNE YARD SIG T176	54.918633	-1.602775
WBTNFHH	FOI	53.3668,-0.804259	WEST BURTON PS (FHH)	53.3668	-0.804259
WLNG069			WELLINGBOROUGH SIG BK6069		
WRGTWOM	FOI	53.370478,-2.608623	WALTON OLD JN.M.S.C.SDGS	53.370478	-2.608623
BSHPSUL	FOI	51.865795,0.165607	BISHOPS STORTFORD UP LOOP	51.865795	0.165607
COSFUGL	FOI	52.644831,-2.300659	COSFORD UGL	52.644831	-2.300659
CREWWSC	FOI	53.079553,-2.435988	CREWE GRESTY BRIDGE (DRS)	53.079553	-2.435988
FLXSSFL	FOI	51.963289,1.308933	FELIXSTOWE SOUTH F.L.T.	51.963289	1.308933
LADYBHL	FOI	56.278912,-3.123055	LADYBANK BRANCH LOOP	56.278912	-3.123055
MOIRAWJ	FOI	52.745432,-1.555125	MOIRA WEST JN	52.745432	-1.555125
RADLTGB	overlapA	51.700423,-0.325086	RADLETT LAFARGE GBRF	51.700423	-0.325086
RYSTNJ	FOI	53.612326,-1.446611	ROYSTON JN.	53.612326	-1.446611
STOMSTN	FOI	51.638953,-3.332441	STORMSTOWN LOOP	51.638953	-3.332441
WHATGBF	overlapA	51.246206,-2.354251	WHATLEY QUARRY GBRF	51.246206	-2.354251
WHELSTJ	FOI	51.522608,-0.072424	WHELER STREET JN	51.522608	-0.072424
WRNTGBR	FOI	53.692775,-1.513751	WRENTHORPE GBRF	53.692775	-1.513751
ALXNUDG	FOI	51.574506,-3.008137	ALEXANDRA DOCKS UDG	51.574506	-3.008137
APPLFHH	FOI	51.633367,-1.244081	APPLEFORD FHH	51.633367	-1.244081
BREDTCN	FOI	53.423784,-2.116479	BREDBURY TILCON	53.423784	-2.116479
BRGH280	FOI	50.832194,-0.147388	BRIGHTON SIGNAL T1280	50.832194	-0.147388
BRNDFHH	FOI	53.49889,-2.291447	BRINDLE HEATH R.T.S. FLHH	53.49889	-2.291447
BRNTGBF	FOI	51.487283,-0.322091	BRENTFORD TOWN DAYS GBRF	51.487283	-0.322091
CARLAME	FOI	54.921974,-2.960207	CARLISLE YARD COLAS RAIL	54.921974	-2.960207
CLPHMMS	FOI	51.464206,-0.173849	CLAPHAM JN MIDDLE SDG	51.464206	-0.173849
DRAXFHH	FOI	53.730159,-0.999594	DRAX AES (FLHH)	53.730159	-0.999594
EMGTFL			EAST MIDS GATEWAY TL (FL)		
FDRSSBL	FOI	52.074745,-0.516624	FORDERS SIGNAL BOX/LOOP	52.074745	-0.516624
GLOSTNG	overlapA	51.858735,-2.223742	GLOUCESTER N.Y. GBRF	51.858735	-2.223742
HOOJ230	FOI	51.439197,0.428221	SIGNAL D 230	51.439197	0.428221
HRDQFHH	overlapA	54.511877,-2.668382	HARDENDALE QRY SHAP (FHH)	54.511877	-2.668382
HRLWMGB	FOI	51.788499,0.124564	HARLOW MILL REC (GBRF)	51.788499	0.124564
IPSWGWF	FOI	52.041416,1.15119	IPSWICH GRIFFIN WHARF	52.041416	1.15119
KCLD838	FOI	56.114307,-3.165633	KIRKCALDY SIG EK838	56.114307	-3.165633
KLYNBUS	OSM	52.754199,0.40288	Railway Station	52.754199	0.40288
LOGH675	FOI	52.781234,-1.199593	LOUGHBOROUGH SIGNAL 675	52.781234	-1.199593
MGMS127	FOI	51.564738,-3.755731	MARGAM SIGNAL PT127	51.564738	-3.755731
MLTNS3	FOI	52.761003,-0.885929	MELTON MOWBRAY SHUNT SIG 3	52.761003	-0.885929
MOTH185	FOI	55.791877,-3.995053	MOTHERWELL SIGNAL M185	55.791877	-3.995053
MOTHDRS	FOI	55.796813,-3.99931	MOTHERWELL TMD (DRS)	55.796813	-3.99931
PRIN159	FOI	51.712354,-0.845498	PRINCES RISBOROUGH ME159	51.712354	-0.845498
PWCKMGF	FOI	55.517223,-4.619212	MONKTON SDG GROUND FRAME	55.517223	-4.619212
SDONTFR	FOI	51.569678,-1.770904	SWINDON TRANSFER	51.569678	-1.770904
SEAHFHH	FOI	54.832451,-1.331903	SEAHAM HARBOUR (FHH)	54.832451	-1.331903
SHAPUGL	FOI	54.493375,-2.664684	SHAP UP GOODS LOOP	54.493375	-2.664684
SHRW15	FOI	52.698718,-2.744474	SUTTON BRIDGE JN SIG 15	52.698718	-2.744474
STFD261	FOI	51.546369,-0.003792	STRATFORD SIGNAL L261	51.546369	-0.003792
STOTS17			SOUTH TOTTENHAM SIG S17		
WLNG065			WELLINGBOROUGH SIG BK6065		
WORCS59	FOI	52.191716,-2.207316	WORCS SHRUB HILL SIG 59	52.191716	-2.207316
YOVIP64			YEOVIL PEN MILL SIG64		
ALNMILL	FOI	55.452572,-1.641686	LITTLE MILL LC	55.452572	-1.641686
BLTCTMD	FOI	52.000266,-0.733487	BLETCHLEY T.M.D.	52.000266	-0.733487
BOTLYFY	FOI	50.918454,-1.262818	BOTLEY AGGREGATE SDGS.	50.918454	-1.262818
BSCTHS	FOI	52.557229,-1.981608	BESCOT HOLDING SIDINGS	52.557229	-1.981608
DONNGTJ	FOI	52.699716,-2.497406	DONNINGTON JUNCTION	52.699716	-2.497406
FRNBRCE	FOI	51.296616,-0.75858	FARNBOROUGH COUNTRY END	51.296616	-0.75858
HONYNJN	FOI	52.103622,-1.84759	HONEYBOURNE NORTH JN	52.103622	-1.84759
KEITBPG	overlapB	57.493469,-3.042661	KEITH BRANCH PLATFORM GBRF	57.493469	-3.042661
PLMSXCR	overlapA	51.490036,0.088834	PLUMSTEAD CS	51.490036	0.088834
RUGBUSQ	FOI	52.381162,-1.262158	RUGBY UP SDGS - VRTUAL QY	52.381162	-1.262158
UPMNSDG	FOI	51.559203,0.251466	UPMINSTER TAMPER SIDING	51.559203	0.251466
WEYMJUB	FOI	50.62174,-2.459684	WEYMOUTH JUBILEE SDG	50.62174	-2.459684
WNSUMJN	FOI	52.623526,1.321961	WENSUM JNUCTION	52.623526	1.321961
ABRDFGL	FOI	57.142006,-2.097788	ABERDEEN FERRYHILL G.L.	57.142006	-2.097788
ALDR371	FOI	51.247586,-0.755616	ALDERSHOT SIGNAL WK1371	51.247586	-0.755616
BELNGMS	FOI	51.429687,-0.017988	BELLINGHAM SIDING	51.429687	-0.017988
BKNH16	FOI	50.806776,-1.58079	BROCKENHURST SIGNAL BH16	50.806776	-1.58079
BLFDSJ			BLACKFORD SOUTH JUNCTION		
BRIGICI	FOI	53.2094,-1.854483	BRIGGS I.C.I. SDGS	53.2094	-1.854483
BSTEFHH	FOI	52.25293,0.709988	BURY ST EDMUNDS FHH	52.25293	0.709988
CATECHS	FOI	51.282585,-0.078604	CATERHAM SIDINGS	51.282585	-0.078604
CHFDDS	FOI	53.236008,-1.420176	CHESTERFIELD DOWN SIDINGS	53.236008	-1.420176
DUMFRSJ	FOI	55.068791,-3.597277	DUMFRIES SOUTH JN	55.068791	-3.597277
DYNEGF	FOI	51.648859,-3.840954	DYNEVOR GROUND FRAME	51.648859	-3.840954
EDGHGTS	FOI	53.401911,-2.94561	EDGE HILL GULLET SDGS	53.401911	-2.94561
GLGAPT	BPLAN	55.853848,-4.445747	Glasgow Airport	55.853848	-4.445747
HEREF47			HEREFORD SIGNAL H47		
HITC232	FOI	51.959432,-0.269633	HITCHIN SIG K.232	51.959432	-0.269633
HORSGBR	overlapA	51.072419,-0.319753	HORSHAM UP TC GBRF	51.072419	-0.319753
INCEMSJ	FOI	53.520401,-2.620634	INCE MOSS JN	53.520401	-2.620634
IPSW832	FOI	52.058843,1.12668	IPSWICH SIGNAL CO832	52.058843	1.12668
JERS470	FOI	51.640553,-3.84478	JERSEY MARINE STH JN PT470	51.640553	-3.84478
KYLEGF	FOI	57.28291,-5.715291	KYLE OF LOCHALSH G.F.	57.28291	-5.715291
LTLHUPS	overlapB	50.811211,-0.547948	LITTLEHAMPTON UP SDGS 1&2	50.811211	-0.547948
MARYUTS	FOI	51.528904,-0.167916	MARYLEBONE UP TUNNEL SDGS	51.528904	-0.167916
NEWB865	FOI	51.398445,-1.313003	NEWBURY SIGNAL T6865	51.398445	-1.313003
RYHPFHH	FOI	54.879903,-1.359174	RYHOPE GRANGE SIDINGS	54.879903	-1.359174
SLSB215	FOI	51.073736,-1.799051	SALISBURY SIGNAL SY215	51.073736	-1.799051
SMINCGB	FOI	51.657553,0.833439	SOUTHMINSTER C.E.G.B.	51.657553	0.833439
SOUTCHS	FOI	53.644504,-3.000269	SOUTHPORT C.H.S.	53.644504	-3.000269
STIR504			STIRLING SIGNAL 6504		
STIRUPL	FOI	56.112129,-3.928334	STIRLING U.P.L.	56.112129	-3.928334
TOWRFHH	FOI	51.74474,-3.52345	TOWER COLLIERY FLINER HH	51.74474	-3.52345
TUNSGBF	FOI	53.276403,-1.855576	TUNSTEAD SDGS GBRF	53.276403	-1.855576
BEDFDWR	FOI	52.132887,-0.477436	BEDFORD WASH ROAD	52.132887	-0.477436
BTHGEJ	FOI	55.897988,-3.63869	BATHGATE EAST JN	55.897988	-3.63869
EXETOY	FOI	50.732116,-3.54389	EXETER OLD YD-WAGGONERSWAY	50.732116	-3.54389
HORSDS	FOI	51.062767,-0.322072	HORSHAM CARRIAGE SIDINGS	51.062767	-0.322072
IVRN410	FOI	57.481921,-4.218014	INVERNESS SIGNAL I410	57.481921	-4.218014
JARROWS	FOI	54.978026,-1.479667	JARROW SHELL	54.978026	-1.479667
KENNFHH	FOI	52.274015,0.517666	KENNETT (FHH)	52.274015	0.517666
KLYNNCS	FOI	52.753668,0.404885	KINGS LYNN CARRIAGE SIDNGS	52.753668	0.404885
MAINCE	FOI	51.592508,-2.988066	MAINDEE DEPOT ISU (CE)	51.592508	-2.988066
PRKSREF	FOI	51.943274,1.244137	HARWICH REFINERY CRLS SLVS	51.943274	1.244137
SFRTGBF	FOI	53.465831,-3.005086	SEAFORTH C.T. (GBRF)	53.465831	-3.005086
SLTLYDS	FOI	52.485073,-1.865451	SALTLEY EMR	52.485073	-1.865451
WEALINP	FOI	51.51331,-0.329263	WEST EALING PLASSER SDGS	51.51331	-0.329263
ABRDWAT	FOI	57.148724,-2.087196	ABERDEEN WATERLOO	57.148724	-2.087196
BALMOSS	FOI	56.474721,-2.838375	BALMOSSIE	56.474721	-2.838375
BATRSH	FOI	51.478641,-0.144196	BATTERSEA PIER STAFF HALT	51.478641	-0.144196
BCSTES	FOI	58.258844,-3.941066	BICESTER NORTH ENG SDG	58.258844	-3.941066
BORGSTM	FOI	55.879576,-4.225362	BOURG ST MAURICE	55.879576	-4.225362
BRGE65	FOI	51.510661,-3.577752	BRIDGEND SIGNAL PT3028	51.510661	-3.577752
BRKRJUN	FOI	51.701545,-2.407329	BERKELEY RD JN	51.701545	-2.407329
BRRYLNK	FOI	56.493302,-2.745169	BARRY LINKS	56.493302	-2.745169
BRSS423	FOI	51.511587,-2.561475	BRISTOL TM SIGNAL 423	51.511587	-2.561475
CARLUTG	FOI	54.879384,-2.919839	UPPERBY UP THROUGH G.L.	54.879384	-2.919839
CDDRDPL	FOI	55.915064,-4.18134	CADDER DOWN PASSENGER LOOP	55.915064	-4.18134
CREW110			CREWE SIG CE110		
DONCRMT	FOI	53.500797,-1.111256	DONCASTER ROYAL MAIL TERML	53.500797	-1.111256
DONCSTS	FOI	53.519154,-1.1398	DONCASTER C.H.S.	53.519154	-1.1398
EDIN488			EDINBURGH SIGNAL 488		
GOLFSTR	FOI	56.49796,-2.72005	GOLF STREET	56.49796	-2.72005
GRGMACE	FOI	58.512753,-3.455105	GEORGEMAS JUNCTION C.E.	58.512753	-3.455105
GRSTFHH	FOI	53.352766,-2.876539	GARSTON (MERSEYSIDE) (FHH)	53.352766	-2.876539
GTSRDPL	FOI	55.94832,-4.061103	GARTSHORE D.P.L.	55.94832	-4.061103
HAYMNGL	FOI	55.939088,-3.246944	HAYMARKET NORTH GOODS LOOP	55.939088	-3.246944
HOUN448	FOI	51.463203,-0.359669	HOUNSLOW SIGNAL F448	51.463203	-0.359669
HOVEYD	FOI	50.834577,-0.167275	HOVE YARD	50.834577	-0.167275
INELENC	BPLAN	53.275477,-2.817251	Ince & Elton Encirc Works	53.275477	-2.817251
KITTYGF	FOI	57.165788,-2.113824	KITTYBREWSTER GF	57.165788	-2.113824
KNOR523	FOI	52.414083,-1.933473	KINGS NORTON 523	52.414083	-1.933473
LENHLP	FOI	51.22756,0.704616	LENHAM HEATH LOOP (CTRL)	51.22756	0.704616
LENTNNJ	FOI	52.944903,-1.171396	LENTON NORTH JN	52.944903	-1.171396
MRPTBTS	FOI	55.162912,-1.675489	MORPETH BARMOOR THRU SDG	55.162912	-1.675489
NEATAGB			NEATH ABBEY WHARF GBRF		
OXFDCS1			OXFORD CARRIAGE SIDING 1		
PEAKFRS	FOI	53.286399,-1.863087	PEAK FOREST SOUTH S.S.	53.286399	-1.863087
POLMUPN	FOI	55.985785,-3.724798	POLMONT U.P.L. (NORTH)	55.985785	-3.724798
RDNG691	FOI	51.458728,-0.967446	READING SIG691	51.458728	-0.967446
RUGB649	FOI	52.365088,-1.216223	RUGBY SIGNAL KR9649	52.365088	-1.216223
SAMPCRT	FOI	50.770436,-3.948607	SAMPFORD COURTENAY	50.770436	-3.948607
SEAHDAW	FOI	54.835636,-1.339028	DAWDON SB	54.835636	-1.339028
SOTO930	FOI	50.907411,-1.420807	SOUTHAMPTON SIGNAL E930	50.907411	-1.420807
STNG222			SITTINGBOURNE SIGNAL 4222		
TAUN604	FOI	51.024555,-3.118342	TAUNTON SIG. 604	51.024555	-3.118342
WATLMR2			WATLINGTON SIGNAL MR2		
WHLA34	FOI	51.817967,-4.614721	WHITLAND SIG W34	51.817967	-4.614721
WKNTDKS	FOI	54.650064,-3.559899	WORKINGTON DOCKS (CCC)	54.650064	-3.559899
WOKINGY	FOI	51.313598,-0.567544	WOKING DOWN YARD	51.313598	-0.567544
ALLOALP	FOI	56.117459,-3.794142	ALLOA LOOP	56.117459	-3.794142
ASHFEJN	FOI	51.140042,0.881732	ASHFORD EAST JUNCTION	51.140042	0.881732
BLTCDRJ	FOI	51.999751,-0.737522	BLETCHLEY DRAYTON ROAD JN	51.999751	-0.737522
CARL465	FOI	54.912135,-2.962313	CARLISLE CE 465 SIGNAL	54.912135	-2.962313
COOMTCR	overlapB	50.445302,-4.481608	MOORSWATER TARMAC COLAS	50.445302	-4.481608
DISSRS	FOI	52.375844,1.12563	DISS RECP.	52.375844	1.12563
DONCWDY	FOI	53.509023,-1.133356	DONCASTER WOOD YARD	53.509023	-1.133356
DUNDWTC	FOI	56.455198,-2.977143	DUNDEE WEST T.C.	56.455198	-2.977143
FDLRGBF	FOI	53.367345,-2.682669	FIDDLERS FERRY P STN GBRF	53.367345	-2.682669
GRAINFY	FOI	51.439872,0.692033	GRAIN FOSTER YEOMAN	51.439872	0.692033
ILFE336	FOI	51.551303,0.039308	ILFORD SIGNAL L336	51.551303	0.039308
KNGSBYY	FOI	52.57416,-1.677516	KINGSBURY SDGS	52.57416	-1.677516
NABTHAC	FOI	50.53697,-3.592445	NEWTON ABBOT HACKNEY YARD	50.53697	-3.592445
NEWHVHA	FOI	50.798994,0.052729	NEWHAVEN DAY AGGREGATES	50.798994	0.052729
NNTN242	FOI	52.525655,-1.489486	NUNEATON SIG NW4242	52.525655	-1.489486
NWALBPL	FOI	52.813902,1.386226	NORTH WALSHAM GBRF	52.813902	1.386226
PRSPSDG	FOI	50.84758,-0.155827	PRESTON PARK SIDINGS	50.84758	-0.155827
SFLDCHS	FOI	51.51771,-0.104038	SMITHFIELD C H S	51.51771	-0.104038
STWTBS	FOI	51.474826,-0.142378	STEWARTS LANE BERTHING SDG	51.474826	-0.142378
TLBYFHH			TILBURY LCT (FLT)		
TLBYWJ	FOI	51.457938,0.362218	TILBURY WEST JN	51.457938	0.362218
WELHMXO	FOI	51.741808,-0.216545	MARSHMOOR CROSSOVER	51.741808	-0.216545
WLNG070			WELLINGBOROUGH SIG BK6070		
WOKIEES	FOI	51.320343,-0.55228	WOKING EAST END SIDINGS	51.320343	-0.55228
ANDO202	FOI	51.210052,-1.496387	ANDOVER SHUNT SIG BE5202	51.210052	-1.496387
ARBRUSS	overlapB	56.560471,-2.588945	ARBROATH UP SOUTH SIDING	56.560471	-2.588945
ASHBRSY	FOI	53.471104,-2.184175	ASHBURYS S.S.	53.471104	-2.184175
AVONNPT	FOI	51.5105,-2.696927	AVONMOUTH NTL PWR SILO 1	51.5105	-2.696927
AYLSBRS	FOI	51.810587,-0.808698	AYLESBURY (SDGS 1-7)	51.810587	-0.808698
BNTBS43			BARNETBY SIGNAL CB8843		
BOWDECC	FOI	51.53336,-0.017223	BOW ECCQ PRIVATE SIDINGS	51.53336	-0.017223
BROADFO	NaPTAN_MAP	57.243231,-5.914171	Broadford-Post Office Coach Stop	57.243231	-5.914171
BROXCGB	FOI	51.746814,-0.010251	BROXBOURNE REDLAND AGGS	51.746814	-0.010251
BTNUNNJ	FOI	52.760785,-1.697406	BARTON UNDER NEEDWOOD N JN	52.760785	-1.697406
CREWESY	FOI	53.08134,-2.429258	CREWE SOUTH YARD	53.08134	-2.429258
CRKLDBC			CRICKLEWOOD AGGREGATES DBC		
DEEPSW	FOI	53.469514,-1.558304	STOCKSBRIDGE WORKS	53.469514	-1.558304
